2.0 0.0 0
1.9318516525781366 0.5176380902050415 0
1.7320508075688774 0.9999999999999999 0
1.4142135623730951 1.4142135623730951 0
1.0000000000000002 1.7320508075688772 0
0.5176380902050415 1.9318516525781366 0
1.2246467991473532e-16 2.0 0
-0.5176380902050417 1.9318516525781366 0
-0.9999999999999996 1.7320508075688774 0
-1.414213562373095 1.4142135623730951 0
-1.7320508075688774 0.9999999999999999 0
-1.9318516525781364 0.517638090205042 0
-2.0 2.4492935982947064e-16 0
-1.9318516525781366 -0.5176380902050416 0
-1.7320508075688772 -1.0000000000000002 0
-1.4142135623730954 -1.414213562373095 0
-1.0000000000000009 -1.732050807568877 0
-0.5176380902050413 -1.9318516525781366 0
-3.6739403974420594e-16 -2.0 0
0.5176380902050406 -1.9318516525781368 0
1.0000000000000002 -1.7320508075688772 0
1.4142135623730947 -1.4142135623730954 0
1.7320508075688767 -1.0000000000000009 0
1.9318516525781366 -0.5176380902050414 0
